uniqueID,name,parent,shape,colour,definition,courses,concepts
159,Gauss Quadrature,154,,o,"Quadrature or numerical integration is generally more
accurate than numerical differentiation. The integration integral is transformed to the standard interval of [-1, 1]. $#$The interval is broken into a certain number of quadrature points. The function is evaluated at the quadrature points in the transformed interval. $#$The values of $*f(x_i)$ are multiplied by the corresponding weight and these values are summed. It is scales back to the width of the original interval. 
",MSE238,"214, 216, 215, 154"
160,Romberg Integration,154,,o,Romberg Integration improve accuracy further by successive use of Richardson’s interpolation.,MSE238,"214, 216, 215, 154"
161,Richardson's Integration,154,,o,"Richardson's integration method, also known as Richardson extrapolation for integration, is a numerical technique used to improve the accuracy of numerical integration approximations. It is an extension of Richardson's extrapolation, which is used for improving the accuracy of approximations in general.",MSE238,"214, 216, 215, 154"
162,2nd Order Runge-Kutta,144,,o,"The second-order Runge-Kutta (RK2) method, also known as the midpoint method, approximates the solution of an ODE by taking two evaluations of the derivative function within each step.",MSE238,"420, 389, 144"
163,4th Order Runge-Kutta,144,,o,The fourth-order Runge-Kutta (RK4) method is a more accurate and widely used numerical method for solving ODEs. It approximates the solution by taking four evaluations of the derivative function within each step.,MSE238,"420, 389, 144"
164,Forward Finite Difference Method,153,,p,The forward difference method approximates the derivative of a function at a point using the function values at that point and a nearby point ahead of it. The first-order forward difference formula is given by: $#f'(x) \approx \frac{f(x+h) - f(x)}{h}$ where $*h$ is the step size.,MSE238,"153, 165, 166"
165,Central Finite Difference Method,153,,p,The central difference method provides a more accurate approximation of the derivative by using function values on both sides of the point of interest. The first-order central difference formula is given by: $#f'(x) \approx \frac{f(x+h) - f(x-h)}{2h}$ where $*h$ is the step size.,MSE238,"153, 164, 166"
166,Backwards Finite Difference Method,153,,p,The backward difference method approximates the derivative of a function using the function values at a point and a nearby point preceding it. The first-order backward difference formula is given by: $#f'(x) \approx \frac{f(x) - f(x-h)}{h}$ where $*h$ is the step size.,MSE238,"153, 165, 166"
167,Richardson's Extrapolation,130,,o,"Richardson's extrapolation is a numerical technique used to improve the accuracy of an approximation by combining multiple estimates obtained using different step sizes. It is commonly used in numerical methods to enhance the accuracy of finite difference approximations, numerical integration, and numerical differentiation.",MSE238,"130, 153, 141, 142"
168,Interpolation,136,,g,Interpolation refers to estimating the expected values between the known points.,MSE238,"19, 139"
169,Extrapolation,136,,g,Extrapolation is the prediction of how the data might extend beyond the range over which it.,"MSE238, MAT294",139
170,Simpson's Rule,158,,b,"The integral of a quadratic function can be approximated by $#\frac{h}{3} \biggl( f(x_i) + 4f(x_{i+1}) + f(x_{i+2}) \biggl)$ where $*x_i$, $*x_{i+1}$, and $*x_{i+2}$ are the points within the subinterval.",MSE238,"154, 144"
171,Experiment,6,,g,A data collection procedure that occurs in a controlled conditions to identify relationships and trends between variables.,MSE238,"7, 8, 9, 11, 172"
172,Random Experiment,171,,o,An experiment that produces different outcomes even if repeated in the same manner is said to be called a Random Experiment.,MSE238,171
200,Calculus: MAT294,3,,g,-,MAT294,
201,Mathematical Structures Used in Calculus,200,,g,-,MAT294,
202,Limit,200,,g,"The limit is used to describe the behaviour of a function as the independent variable approaches a particular value, or as it reaches positive or negative infinity. ",MAT294,"204, 216"
203,Vector Field,201,,o,"A vector field assigns a vector to each point in a given space or region. In $*\mathbb{R}^2$, it is a function $*F$, where $*F$ assigns a vector $*F(x,y)$ to each point $*(x,y)$ in its domain. ",MAT294,"206, 219, 221, 224, 227, 230, 234, 235, 236, 237"
204,Function,201,,o,"A function $*f$ consists of a set of inputs, a set of outputs, and a rule for assigning each input to exactly one output. The set of inputs is called the domain of the function. The set of outputs is called the range of the function.",MAT294,130
205,Rate of Change,200,,g,The rate at which the function is increasing or decreasing. A function with a steeper slope has a higher rate of increase.,MAT294,"436, 437"
206,Vector-Valued Function,204,,o,"A function whose input is real numbers, and whose output is a set of multi-dimensional vectors. With a single variable input, the input is often time, and the output is a vector in space. This would be written as: $#\mathbf{r}(t) = \begin{bmatrix} x(t) \\ y(t) \\ z(t) \end{bmatrix}$ ",MAT294,203
207,Scalar Function,204,,o,"A function whose input is real numbers, and whose output is one value.",MAT294,
208,Parametric Equations,204,,o,"A set of equations which plots its output curves in real space. Parameterization is often used simplify multi-variate functions and allow for easier manipulation of such functions. Parametric equations are written in the form:   $# x = f(t)\\
   y = g(t)\\
   z = h(t)$",MAT294,"286, 379, 380, 381, 382, 383"
209,Univariate Function,207,,o,"A function that involves only one variable as its input, and is restricted to 2-dimensional real space. ","MAT294, MSE238","316, 318"
210,Multivariate Function,207,,o,"A function that involves more than one variable as its input, and can be extracted into n-dimensional space. ","MAT294, MSE238","307, 324"
211,Integration and Differentiation,205,,g,-,"MAT294, MSE202, MSE238",140
212,Differentiation,211,,o,The process by which the change of a function is measured through finding instantaneous rates of change.,"MAT294, MSE202, MSE238",141
213,Fundamental Theorem of Calculus,211,,b,"The fundamental theorem of calculus states that the area under the curve of any function $*f(x)$ between point $*a$ and $*b$ can be found by finding the antiderivative $*F(x)$, and evaluating it at the endpoints. $#\int_{a}^{b} f(x) * dx = F(b) - F(a)$","MAT294, MSE202, MSE238, MSE217","322, 202, 212, 214"
214,Integration,211,,o,Integration is the processes of determining the area underneath a function. It can be bounded by different domains of integration for different situations. ,"MAT294, MSE202, MSE238","142, 1640"
215,Riemann Sum,214,,g,The process in which the area underneath a curve is approximated using easily calculable shapes. These shapes are then summed and allowed to grow increasingly smaller until the approximation becomes an actual value.,"MAT294, MSE238, MSE222",202
216,Integral,214,,g,The process by which the area underneath a function is calculated. ,"MAT294, MSE202, MSE238","142, 202"
217,Domain of Integration,214,,g,The area over which an integral is defined. It is denoted by upper and lower bounds of integration. ,"MAT294, MSE202, MSE238","219, 220"
218,Parametric Equation,217,,o,"A parametric equation is a way to express a set of points using one or more independent variable. The parametric equations are functions of those variables. Each coordinate is expressed as a function of the parameters. In $*\mathbb{R}^2$ with one variable $*t$, the parametric equations would be $(x(t), y(t))$ and it would describe a curve on the xy-plane. ",MAT294,"286, 379, 380, 381, 382, 383"
219,Region,217,,o,"A region that is finitely defined by some boundaries (axes, planes, curves). ","MAT294, MSE238, MSE218, MSE217","277, 281, 203"
220,Curves,217,,o,"A line (may be straight or curved) that is used to describe a path in space, and is generated by an equation. ","MAT294, MSE238","287, 203"
221,Closed Property,220,d,v,A line is said to be closed if it has the same starting and ending point. ,MAT294,203
222,Closed Curve,221,,o,A line is said to be closed if it has the same starting and ending point. ,MAT294,"220, 218"
223,Not Closed Curve,221,,o,A line is said to be not closed if it does not have the same starting and ending point. ,MAT294,"220, 218"
224,Simple Property,220,d,v,A simple curve is a closed curve that does not intersect itself.,MAT294,"220, 218, 203"
225,Simple Curve,224,,o,Any curve that doesn't cross itself.,MAT294,"220, 218"
226,No Simple Curve,224,,o,A curve that crosses itself (ex - a figure 8 shape curve),MAT294,"220, 218"
227,Connected Property,219,d,v,A region $*D$ is connected if any two points in $*D$ can be connected by a curve lying wholly within $*D$.,MAT294,"219, 203"
228,Connected  ,227,,o,Ex - a circle shape,MAT294,219
229,Not Connected,227,,o,Ex - two separated circles,MAT294,219
230,Simply Connected Property,219,d,v,A region is simply connected (also called 1-connected) if it may be shrunk to a point continuously in the set. ,MAT294,"219, 203"
231,Simply Connected  ,230,,o,Ex - a circle shape,MAT294,219
232,Not Simply Connected,230,,o,Ex - a doughnut shape,MAT294,219
233,Theorems of Integration,214,,b,-,MAT294,
234,Green's Theorem,233,,o,Green's theorem relates the line integral of a vector field over a simple closed curve to the double integral of the curl of the vector field over the region bounded by that curve. ,MAT294,"225, 222, 289, 278, 267, 203, 219, 203"
235,Stokes' Theorem,233,,o,"Stokes' theorem relates the surface integral of a vector field over a surface to the line integral of the same vector field around the boundary of that surface. 
Mathematically, Stokes' theorem can be stated as follows:

$#$
The line integral of a vector field $*\mathbf{F}$ around a closed curve $*C$ is equal to the surface integral of the curl of $*\mathbf{F}$ over any surface $*S$ bounded by $*C$. Mathematically, it can be represented as:

$#\oint_C \mathbf{F} \cdot d\mathbf{r} = \iint_S (\nabla \times \mathbf{F}) \cdot d\mathbf{A}$

Where $*\oint_C$ denotes the line integral around the closed curve $*C$, $*\mathbf{F} \cdot d\mathbf{r}$ represents the dot product of $*\mathbf{F}$ with the differential displacement vector $*d\mathbf{r}$ along $*C$, $*\iint_S$ represents the surface integral over the surface $*S$, $*(\nabla \times \mathbf{F})$ represents the curl of the vector field $*\mathbf{F}$, and $*d\mathbf{A}$ represents the differential area vector on $*S$.",MAT294,"289, 290, 203, 296, 297, 222, 267, 203"
236,"Green's Theorem, Flux Form",234,,o,"Let $*D$ be an open, simply connected region with a boundary curve $*C$ that is a piecewise smooth, simple closed curve that is oriented counterclockwise. Let  $*F=⟨P,Q⟩$ be a vector field with component functions that have continuous partial derivatives on an open region containing $*D$. Then,

$#\oint_C F * Nds = \iint_D  (Px+Qy) ~dA$",MAT294,"231, 219, 222, 225, 203, 374, 332, 212, 203, 267"
237,"Green's Theorem, Circulation Form",234,,o,"Let $*D$ be an open, simply connected region with a boundary curve $*C$ that is a piecewise smooth, simple closed curve oriented counterclockwise. Let $*F=⟨P,Q⟩$
  be a vector field with component functions that have continuous partial derivatives on $*D$. Then,

$#\oint_C F * dr = \oint_C Pdx + Qdy $ $#= \iint_D  (Qx − Py)dA$",MAT294,"231, 219, 222, 225, 203, 374, 332, 212, 274, 203, 268"
239,Techniques of Integration,214,,g,"Techniques of integration include but are not limited to u-substitution, trigonometric substitution, integration by parts and numerical integration. ","MAT294, MSE202, MSE238","242, 243, 244, 241, 240"
240,Improper Integration,239,,o,An integral where either or both bounds approach infinity. Such integrals cannot be approximated by Riemann Sums in the same way as proper integrals.,"MAT294, MSE202, MSE238","239, 207, 242"
241,Trigonometric Identities,239,,o,"Equations that relate trigonometric functions, and hold true for all values in the equation given. ",MAT294,"239, 207"
242,Riemann Sums,239,,o,The process in which the area underneath a curve is approximated using easily calculable shapes. These shapes are then summed and allowed to grow increasingly smaller until the approximation becomes an actual value. ,,"239, 207"
243,Integration by Parts,239,,o,"Integration by Parts is used to simplify integrals of functions of a particular form. The function must be able to be written form $*f(x) = h(x) \cdot g(x)$ and the process involves setting $*h(x) = u$ and $*g(x) = du$. The integration by parts formula is:

$#\int u \cdot dv = uv - \int v du$   
 
The right side of the equation is used to compute the integral. The variables $*u$ and $*v$ are functions of the variable of integration, and $*du$ and $*dv$ represent their derivatives, respectively.
",MAT294,"239, 207, 212"
244,U-Substitution,239,,o,"The steps of u substitution involve choosing an appropriate substitution function $*u$ such that $*u=g(x)$, then calculating the integral in terms of $*f(u) du$, and finally substituting the original variable $*x$ back in to the result. ",MAT294,"239, 207"
245,Notation,203,,g,-,MAT294,
246,Vector Component Notation,245,,o,"A vector is split into its $*x$ and $*y$ components as follows: $* \langle u,v \rangle = \langle P(x,y), Q(x,y) \rangle$.",MAT294,"203, 247"
247,Standard Unit Vector Notation,245,,o,"Regular vector component notation using unit vectors. Unit vectors are defined as having a magnitude of 1, and are noted as the following: $*\hat{u} = \frac{u}{|u|}$",MAT294,"203, 337, 246"
248,Types of Vector Fields,203,,g,-,MAT294,"203, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263"
249,Conservative / Gradient Fields,248,,o,A vector field $*F$ is said to be conservative if and only if there exists a potential function $*\phi$ such that $*F = \nabla * \phi$ where $*\nabla$ is the gradient of the vector field. ,MAT294,"203, 251, 336, 250, 251"
